"NoW March 27, 2019",0
Enough MEPs Say They Mistakenly Voted For Articles 11 & 13 That The Vote Should Have Flipped; EU Parliament Says Too Bad,https://www.techdirt.com/articles/20190326/15193241877/enough-meps-say-they-mistakenly-voted-articles-11-13-that-vote-should-have-flipped-eu-parliament-says-too-bad.shtml
Tell The EU Not To Wreck The Internet,https://www.techdirt.com/articles/20190320/17390441836/tell-eu-not-to-wreck-internet.shtml
A Century Ago We Killed The Radio Commons; Don't Let The EU Do That To The Internet,https://www.techdirt.com/articles/20190320/17593641837/century-ago-we-killed-radio-commons-dont-let-eu-do-that-to-internet.shtml
EU Commission Refuses To Explain Why It Published Medium Article Mocking The Public's Concerns Over Article 13,https://www.techdirt.com/articles/20190321/16154741848/eu-commission-refuses-to-explain-why-it-published-medium-article-mocking-publics-concerns-over-article-13.shtml
EU Internet Companies Warn EU Parliament Not To Vote For Articles 11 & 13; Say They'll Hand The Internet To Google,https://www.techdirt.com/articles/20190320/23305841839/eu-internet-companies-warn-eu-parliament-not-to-vote-articles-11-13-say-it-will-hand-internet-to-google.shtml
"MEPs Realizing How Bad Article 13 Could Be, Begin To Back Away From EU Copyright Directive",https://www.techdirt.com/articles/20190322/09524741855/meps-realizing-how-bad-article-13-could-be-begin-to-back-away-eu-copyright-directive.shtml
"Independent Musician Dan Bull's New Song, Robocopyright, Warns Of The Dangers Of Article 13",https://www.techdirt.com/articles/20190322/13454741856/independent-musician-dan-bulls-new-song-robocopyright-warns-dangers-article-13.shtml
Sites Warn EU Users Of Just How Bad Article 13 Will Be,https://www.techdirt.com/articles/20190321/11190641843/sites-warn-eu-users-just-how-bad-article-13-will-be.shtml
Huge Protests Across Europe Protest Article 13; Politician Lies And Claims They Were Paid To Be There,https://www.techdirt.com/articles/20190323/23460741858/huge-protests-across-europe-protest-article-13-politician-lies-claims-they-were-paid-to-be-there.shtml
"Supporters Of Article 13, After Denying It's About Filters, Now Say It's About Regulating Filters Which They Admit Don't Work",https://www.techdirt.com/articles/20190324/00231741859/supporters-article-13-after-denying-about-filters-now-say-about-regulating-filters-which-they-admit-dont-work.shtml
"After EU Copyright Reform Passes, Susan Wojcicki Says “This Is The Beginning” Of YouTube’s Fight",https://www.tubefilter.com/2019/03/27/susan-wojcicki-youtube-article-13-eu-copyright-law/
"Most Advertisers Have Returned To YouTube After Comments Scandal, Google Exec Says",https://www.tubefilter.com/2019/03/26/youtube-comments-adpocalypse-advertisers/
"YouTube Usage Comprises 37% Of All Mobile Web Traffic, Study Finds",https://www.tubefilter.com/2019/03/27/youtube-37-percent-all-mobile-traffic/
YouTube Facing Lawsuit That Alleges Toy Unboxing Videos Are “Abusive Advertising Practices” Aimed At Children,https://www.tubefilter.com/2019/03/22/youtube-toy-unboxing-advertising-children-lawsuit/
YouTube Disabled Comments On Thousands Of Creators’ Channels To Prevent Child Predation. Tech Startup Respondology Thinks It Has A Solution.,https://www.tubefilter.com/2019/03/22/youtube-disabled-comments-kids-respondology-the-mod/
YouTube Shutters ‘Fantastic Adventures’ Channel After Proprietor’s Arrest For Child Abuse,https://www.tubefilter.com/2019/03/21/youtube-shutters-fantastic-adventures/
"YouTube Millionaires: AR12Gaming Started Sharing His Love For Racecar Games On YouTube In 2012. Now, His Company Sponsors Real-Life Racers.",https://www.tubefilter.com/2019/03/21/youtube-millionaires-ar12gaming/
How YouTube is changing toys,https://bbtv.us8.list-manage.com/track/click?u=4b994922140d3dacbcc2538a0&id=4b7325bc5b&e=10d65a7148
YouTube cancels two original series but denies moving away from original content,https://www.theverge.com/2019/3/25/18280597/youtube-originals-canceled-origin-overthinking-with-kat-and-june-red-premium
YouTube Content Head Susanne Daniels Denies Eyeing Exit Amid High-End Series Cancellations,https://www.tubefilter.com/2019/03/25/susanne-daniels-denies-exit-youtube/
Kim Kardashian’s Daughter North West Entering YouTube Fray In Collab With JoJo Siwa,https://www.tubefilter.com/2019/03/25/jojo-siwa-north-west-kim-kardashian-youtube-collab/
Influencers Allegedly Run Roughshod Over FTC Warnings,https://www.lexology.com/library/detail.aspx?g=fba6ca7a-24ea-4296-9f25-fcfba5ff9ab0
Influencer Law 101: influencer exclusivity,https://www.lexology.com/library/detail.aspx?g=dae6dc4d-b5e6-4e2a-ad94-fa6de32e40fe
Law School Exam Part 5: Am I An Influencer?,https://www.lexology.com/library/detail.aspx?g=d6587a5e-2655-4d0d-83e7-c944555b58ee
#InfluencerMarketing: What advertisers need to know about disclosure,https://www.lexology.com/library/detail.aspx?g=7a399035-2319-492d-a5cf-f2dc4b59da71
"Lil Miquela, Shudu, Bermuda and Sophia The Robot: CGI and Robot IT Girls Who Will Become the Influencers of the Future ",https://www.lexology.com/library/detail.aspx?g=c1bfe4fa-fd01-40da-ad04-f225563dddc4
"Studio71 Launches Weekly Reaction Series With Tal Fishman, Caylus Cunningham On ‘Caffeine’",https://www.tubefilter.com/2019/03/27/studio71-weekly-reaction-series-caffeine/
Ryan ToysReview’s Nickelodeon Series To Premiere On April 19,https://www.tubefilter.com/2019/03/27/ryan-toysreview-nickelodeon-series-april-19/
"YouTube’s FaZe Clan Inks Sponsorship, Content Pact With Automaker Nissan",https://www.tubefilter.com/2019/03/25/nissan-deal-youtubes-faze-clan/
Liza Koshy Will Return To Her YouTube Channel After Yearlong Absence,https://tubefilter.us1.list-manage.com/track/click?u=f2851f4d2ca0bc9451d398851&id=0a4544890b&e=45729ae7ce
Liza Koshy Returns To YouTube With A Glitzy Musical For Her Dollar Store Shenanigans,https://www.tubefilter.com/2019/03/27/liza-koshy-youtube-break-new-upload-dollar-store/
"Creators Going Pro: Elle Mills’ YouTube Channel Is Becoming A Diary About The Raw, Vulnerable Parts Of Her Life",https://www.tubefilter.com/2019/03/27/creators-going-pro-elle-mills/
Priyanka Chopra Launches YouTube-Funded Inspirational Special ‘If I Could Tell You Just One Thing’,https://variety.com/2019/digital/news/priyanka-chopra-youtube-if-i-could-tell-you-just-one-thing-1203173742/
Admitted Meme Thief F-Jerry Sued for Allegedly Stealing a Meme,https://gizmodo.com/admitted-meme-thief-fuckjerry-sued-for-allegedly-steali-1833470930
Popular Meme Account Sued For Copyright Infringement and Other Claims,https://www.lexology.com/library/detail.aspx?g=33280fc3-a77a-41c2-b429-f998d6f22556
Expansion of the Madrid System ,https://www.lexology.com/library/detail.aspx?g=b841a496-aa8c-497f-bb33-94ac1ec28410
Ruling in Emoji Beach Ball IP Case Left Me Confused: Kangaroo v. Amazon (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/ruling-in-emoji-beach-ball-ip-case-left-me-confused-%F0%9F%98%95-kangaroo-v-amazon.htm
March Madness! Court Dismisses Lawsuit Over Massive Cyberattack After Basketball Game Loss–Higgins v. Kentucky Sports Radio (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/march-madness-court-dismisses-lawsuit-over-massive-cyberattack-after-basketball-game-loss-higgins-v-kentucky-sports-radio.htm
Amazon Will Soon Launch Mobile Ads In Search Results,https://bbtv.us8.list-manage.com/track/click?u=4b994922140d3dacbcc2538a0&id=2fa8303a25&e=10d65a7148
"To rival Amazon, UPS enters healthcare—with doorstep nurse delivery",https://arstechnica.com/science/2019/03/ups-plans-to-deliver-vaccine-toting-nurses-to-your-doorstep/
"StyleHaul Notifies Employees Of Layoffs, Shutdown Of U.S. Operations (Exclusive)",https://www.tubefilter.com/2019/03/22/stylehaul-layoffs-shutdown-us-operations/
"Here’s Why Netflix Launched ‘Love, Death & Robots’ With A Different Episode Order For Certain Users",https://www.tubefilter.com/2019/03/21/netflix-love-death-robots-episode-order-sonnies-edge/
Netflix Reaches Tipping Point As Originals Now Outpace Acquired Titles – Study,https://deadline.com/2019/03/netflix-reaches-tipping-point-as-originals-now-outpace-acquired-titles-study-1202579260/
Netflix Asks Court To Dismiss Chooseco's Lawsuit For All The Obvious Reasons,https://www.techdirt.com/articles/20190326/10282741872/netflix-asks-court-to-dismiss-choosecos-lawsuit-all-obvious-reasons.shtml
Here’s How Apple’s Spending Its Massive $1 Billion Original Content Budget Ahead Of Streaming Service Launch,https://www.tubefilter.com/2019/03/21/apple-streaming-service-films-tv-series-hbo-starz-showtime-netflix/
Here's the Full Rundown on Apple TV and the New Apple TV+,https://gizmodo.com/heres-the-full-rundown-on-apple-tv-and-the-new-apple-tv-1833541652
Apple finally enters TV streaming space with new Apple TV+ service,https://arstechnica.com/gadgets/2019/03/apple-finally-enters-tv-streaming-space-with-new-apple-tv-service/
Here's all the TV+ shows Apple flew out celebrities for,https://cl.s7.exct.net/?qs=3ee518a0ede02c81e8a36ce068f9aa47ff3728fc3c427df4dd2d7981641a3e079258439f65044e62b01ecb0431da35638031d872a88ed23d
"Apple's New Genre Shows Are Still Mysterious, But Here's What We Learned Today",https://io9.gizmodo.com/apples-new-genre-shows-are-still-mysterious-but-heres-1833554012
"Apple’s Streaming Service Apple TV+ To Launch This Fall, Will Have Zero Third-Party Content — But Plenty Of Add-Ons",https://www.tubefilter.com/2019/03/25/apple-streaming-service-apple-tv-plus-hulu-amazon-apple-arcade/
Liveblog: Apple unveils its TV service and more at the March 25 “It’s show time” event,https://arstechnica.com/gadgets/2019/03/liveblog-apple-unveils-its-tv-service-and-more-at-the-march-25-its-show-time-event/
Apple promises its new credit card is a privacy-protecting beast,https://cl.s7.exct.net/?qs=3ee518a0ede02c819512c1cd8c5322fa432b760a3145b4d27ae26ffa547ff1e60560a15b27f5089facaa0b52340b70591c63653802ddea44
Apple debuts its own credit card with a physical version to complement the app,https://arstechnica.com/information-technology/2019/03/apple-partners-with-goldman-sachs-to-offer-its-own-physical-credit-card/
The Apple Card Is Great at Privacy but Mediocre Overall,https://gizmodo.com/the-apple-card-is-great-at-privacy-but-mediocre-overall-1833582689
Everything that's happening with Apple's News+ subscription service,https://cl.s7.exct.net/?qs=3ee518a0ede02c8149debb732567033b534e5763a0ac13a82fd706714d7cdf8251832889fc09c1074a125c877f8044392f31c066e2bffc85
Apple News+: A newsstand of 300 glossy magazines for $9.99/month,https://arstechnica.com/gadgets/2019/03/apple-news-a-newsstand-of-300-glossy-magazines-published-for-iphone-ipad/
Apple Used Its Oprah Moment to Pull One Over on Us,https://gizmodo.com/apple-used-its-oprah-moment-to-pull-one-over-on-us-1833582489
Apple Designates Amazon As an Authorized Reseller of Apple - Highlighting the Importance of Online Sales Control for Even the World’s Most Powerful Brand,https://www.lexology.com/library/detail.aspx?g=faf45bdc-f118-4641-b16f-6a5e6e8148b5
"Clippy briefly resurrected as Teams add-on, brutally taken down by brand police",https://arstechnica.com/gadgets/2019/03/clippy-briefly-resurrected-as-teams-add-on-brutally-taken-down-by-brand-police/
Microsoft ships antivirus for macOS as Windows Defender becomes Microsoft Defender,https://arstechnica.com/gadgets/2019/03/microsoft-ships-anti-virus-for-macos-as-windows-defender-becomes-microsoft-defender/
Microsoft exec bans company from pulling any dumb April Fools’ pranks,https://arstechnica.com/gadgets/2019/03/microsoft-exec-bans-company-from-pulling-any-dumb-april-fools-pranks/
Streaming Powers U.S. Latin Music Market to 18% Growth,https://variety.com/2019/biz/news/streaming-powers-u-s-latin-music-market-to-18-growth-1203173277/
eMarketer claims Spotify US will overtake Pandora by 2021,https://musically.com/2019/03/25/emarketer-claims-spotify-us-will-overtake-pandora-by-2021/
AI-music startup Endel to release albums through Warner Music,https://bbtv.us8.list-manage.com/track/click?u=4b994922140d3dacbcc2538a0&id=7b3c2cc4f8&e=10d65a7148
A Survey Of The EU's AI Ecosystem ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=02a26a832c&e=90a8528ef9
Expert views on the frontiers of AI and conflict ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=7899fa0002&e=90a8528ef9
How to develop a successful IP strategy for AI,https://www.lexology.com/library/detail.aspx?g=eb592e82-16b6-41e1-9da1-bc0fedb4f514
Can AI Be A Fair Judge In Court? Estonia Thinks So,https://www.wired.com/story/can-ai-be-fair-judge-court-estonia-thinks-so/
How Artificial Intelligence Is Changing Science ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=4d27f5aceb&e=90a8528ef9
Artificial Intelligence: A Potential Cybersecurity Safeguard or Viable Threat to the Healthcare Industry? ,https://www.lexology.com/library/detail.aspx?g=0f5a3310-a3fa-4388-8497-fdd926640619
Algorithmic Accountability: A Primer ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=300447b936&e=90a8528ef9
Inside Google’s Rebooted Robotics Program,https://www.nytimes.com/2019/03/26/technology/google-robotics-lab.html
Study shows complexity and uncertainty of IoT regulation in Europe ,https://www.lexology.com/library/detail.aspx?g=38e32fe6-c7ea-457b-a61d-9cb8656df02c
New York City Apartment Residents Sue Landlord Over New Smart Locks [Updated],https://www.techdirt.com/articles/20190320/14011041835/new-york-city-apartment-residents-sue-landlord-over-new-smart-locks-updated.shtml
US computer science grads outperforming those in other key nations,https://arstechnica.com/science/2019/03/us-computer-science-grads-outperforming-those-in-other-key-nations/
Rethinking the rights of children for the internet age ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=fa3ab01c28&e=90a8528ef9
Disruptive Developments @20EssexStreet: What is the difference between a cryptocurrency trading platform and a kitchen blender?,https://www.lexology.com/library/detail.aspx?g=bc4a83fe-df98-4e6a-bdce-f929d5a35230
What’s in a (User)Name? ,https://www.lexology.com/library/detail.aspx?g=48de97df-3ba2-474f-8e04-165ef780034e
Freetown Man Arrested for Keeping Flat-Screen TV Delivered to Him by Accident With Amazon Order,https://gizmodo.com/freetown-man-arrested-for-keeping-flat-screen-tv-delive-1833506794
"This Truck Spilled 40,000 Pounds of Printer Ink In a Crash That Probably Cost a Gazillion Dollars",https://gizmodo.com/this-truck-spilled-40-000-pounds-of-printer-ink-in-a-cr-1833462705
Man Steals $122 Million From Google And Facebook By Just Asking Them For Money,https://ca.ign.com/articles/2019/03/26/man-steals-122-million-from-google-and-facebook-by-just-asking-them-for-money
Digital Business in Canada,https://www.lexology.com/library/detail.aspx?g=ebca5375-da74-4b05-a74e-12a291c77f61
"Internet Platform Governance, Part 1: What’s the Problem?",https://www.lexology.com/library/detail.aspx?g=8a481cf7-0dd9-4da4-bea3-ce0884e4c7a4
Cloud computing in the United States,https://www.lexology.com/library/detail.aspx?g=6c9daf49-3ab7-42e1-9d63-e24741609258
Federal Prosecutors Recommend Paul Hansmeier Spend The Next 12 Years In Prison,https://www.techdirt.com/articles/20190326/11080641873/federal-prosecutors-recommend-paul-hansmeier-spend-next-12-years-prison.shtml
CREATIVITY,0
Photographer loses lawsuit over use of her photo in political mailer,https://arstechnica.com/tech-policy/2019/03/using-opponents-photo-in-a-campaign-mailer-is-fair-use-court-rules/
$35 billion in research funding “now at stake” after Trump executive order,https://arstechnica.com/science/2019/03/trump-executive-order-ties-research-funding-to-campus-free-speech/
New waves in the battle against piracy of sports rights,https://www.lexology.com/library/detail.aspx?g=2412cf89-7f47-4feb-b290-7b9c5e7e93c1
Copyright Ownership DJ Claim Must Plead Disputed Ownership ,https://www.lexology.com/library/detail.aspx?g=c8174571-4aef-4074-8dbd-a6eac3048315
What do Bruce Springsteen and Venus and Serena Williams all have in common?,https://www.lexology.com/library/detail.aspx?g=5b73b1d1-ccd9-4f58-987b-4465d845a50b
Counterfeiting and the importance of brand protection in beauty,https://www.lexology.com/library/detail.aspx?g=be660e67-4b17-4829-ac15-ad67703a1cc0
Fashion and cultural expressions,https://www.lexology.com/library/detail.aspx?g=af0f2d2d-12dd-4568-b2be-263eede4679b
Dutch Golden Age painting returned to heirs of Nazi Spoliation victims,https://www.lexology.com/library/detail.aspx?g=d6fe3ace-4acb-421b-9e3e-f06760e2f7d7
Intellectual Property Law Year in Review - March 2019,https://www.lexology.com/library/detail.aspx?g=e06044d0-98c1-4520-8e93-753e7
"MEDIA, COMMUNICATIONS & NET NEUTRALITY",0
"Cable Industry Embarrassed By The Word 'Cable,' Stops Using It",https://www.techdirt.com/articles/20190321/07293841840/cable-industry-embarrassed-word-cable-stops-using-it.shtml
"FCC has to pay journalist $43,000 after hiding net neutrality records",https://arstechnica.com/tech-policy/2019/03/fcc-has-to-pay-journalist-43000-after-hiding-net-neutrality-records/
FCC (Read: Taxpayers) Forced To Pay Journalist's Legal Bills After Tap Dancing Around FOIA Requests,https://www.techdirt.com/articles/20190322/09384041853/fcc-read-taxpayers-forced-to-pay-journalists-legal-bills-after-tap-dancing-around-foia-requests.shtml
"T-Mobile’s $50 home Internet service has no data cap, but plenty of limits",https://arstechnica.com/information-technology/2019/03/t-mobile-now-sells-50-home-internet-but-good-luck-actually-getting-it/
"AT&T’s “5G E” is actually slower than Verizon and T-Mobile 4G, study finds",https://arstechnica.com/information-technology/2019/03/atts-5g-e-is-actually-slower-than-verizon-and-t-mobile-4g-study-finds/
"Another Study Finds Verizon's 5G Is Barely Available, Not Scaleable",https://www.techdirt.com/articles/20190322/08163841851/another-study-finds-verizons-5g-is-barely-available-not-scaleable.shtml
Current Telecom Developments,https://www.lexology.com/library/detail.aspx?g=d96fcc34-5070-48aa-987b-7f22cd05a9ed
"Bill To Restore Net Neutrality Moves Forward, And The Public Is Still Angry",https://www.techdirt.com/articles/20190326/14365341876/bill-to-restore-net-neutrality-moves-forward-public-is-still-pissed.shtml
The regulators are coming: New EU online Platforms Regulation,https://www.lexology.com/library/detail.aspx?g=90d37e9c-6e44-4a92-a735-ee83c598fa2c
Five Minutes On... The EU Electronic Communications Code,https://www.lexology.com/library/detail.aspx?g=c22e356b-30be-499a-ac11-561be9c2fc98
Comcast's New Rented Streaming Box Is A Flimsy Attempt To Remain Relevant,https://www.techdirt.com/articles/20190322/08175941852/comcasts-new-rented-streaming-box-is-flimsy-attempt-to-remain-relevant.shtml
SURVEILLANCE & PRIVACY,0
"Facebook apps logged users’ passwords in plaintext, because why not",https://arstechnica.com/information-technology/2019/03/facebook-developers-wrote-apps-that-stored-users-passwords-in-plaintext/
Facebook stored hundreds of millions of passwords in plain text,https://www.theverge.com/2019/3/21/18275837/facebook-plain-text-password-storage-hundreds-millions-users
Facebook Screws Up Again,https://www.techdirt.com/articles/20190321/13060141846/facebook-screws-up-again.shtml
Vigilant And Its Customers Are Lying About ICE's Access To Plate Records,https://www.techdirt.com/articles/20190321/09165441842/vigilant-customers-are-lying-about-ices-access-to-plate-records.shtml
Thomas Goolnik Again Convinces Google To Forget Our Story About Thomas Goolnik Getting Google To Forget Our Story About Thomas Goolnik,https://www.techdirt.com/articles/20190320/09481541833/thomas-goolnik-again-convinces-google-to-forget-our-story-about-thomas-goolnik-getting-google-to-forget-our-story-about-thomas.shtml
Illinois Appeals Court Says Fifth Amendment Protections Apply To Cellphone Passwords,https://www.techdirt.com/articles/20190315/16320141800/illinois-appeals-court-says-fifth-amendment-protections-apply-to-cellphone-passwords.shtml
California and European Privacy FAQs: Does the GDPR require that a company obtain consent from a website user before placing cookies on its browser?,https://www.lexology.com/library/detail.aspx?g=323b5340-2c3c-496b-bd83-5d42b629902c
The privacy risks of unchecked facial-recognition technology,https://www.seattletimes.com/opinion/the-privacy-risks-of-unchecked-facial-recognition-technology/
The Government Is Using the Most Vulnerable People to Test Facial Recognition Software,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=2a08a8f489&e=90a8528ef9
Having Privacy in Public: Limits to Unwanted Surveillance in Public Spaces,https://www.lexology.com/library/detail.aspx?g=d04b0a48-5d03-42a7-9a04-9808de659a4d
Hijacked ASUS software updates installed backdoor on at least 0.5 million PCs,https://arstechnica.com/information-technology/2019/03/hijacked-asus-software-updates-installed-backdoor-on-at-least-0-5-million-pcs/
Asus Goes Mute As Hackers Covertly Install Backdoors Using Company Software Update,https://www.techdirt.com/articles/20190325/13304941863/asus-goes-mute-as-hackers-covertly-install-backdoors-using-company-software-update.shtml
Reckless VII: Wife of Journalist Slain in Cartel-Linked Killing Targeted with NSO Group's Spyware ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=dc95eb4ab1&e=90a8528ef9
Critical flaw lets hackers control lifesaving devices implanted inside patients,https://arstechnica.com/information-technology/2019/03/critical-flaw-lets-hackers-control-lifesaving-devices-implanted-inside-patients/
A rogue’s gallery of bad actors is exploiting that critical WinRAR flaw,https://arstechnica.com/information-technology/2019/03/a-rogues-gallery-of-bad-actors-are-exploiting-that-critical-winrar-flaw/
Telegram Goes Nuclear With New Message Deletion Feature,https://cl.s7.exct.net/?qs=74064db338672041d5ee4d36d3a480b33e7df11593cdbc41b91547025686b338b6fe3c6f42c127d4adabfae6e61e0fe3191469c8033f21fa
Preparing for Compliance with the California Consumer Privacy Act ,https://www.lexology.com/library/detail.aspx?g=ea5fa5d9-1073-4233-b4ef-d4cf91573a5f
Casino Screwup Royale: A tale of “ethical hacking” gone awry,https://arstechnica.com/information-technology/2019/03/50-shades-of-greyhat-a-study-in-how-not-to-handle-security-disclosures/
