"NoW January 30, 2019",0
Metroid Prime 4 Development Restarting With Retro Studios,https://ca.ign.com/articles/2019/01/25/metroid-prime-4-development-restarting-from-the-beginning
"Nintendo throws out Metroid Prime 4 work, restarts with Retro Studios",https://arstechnica.com/gaming/2019/01/nintendo-throws-out-metroid-prime-4-work-restarts-with-retro-studios/
"Development restarts on Metroid Prime 4, Retro Studios back in the fold: Nintendo says it was not satisfied with the quality, warns of “extensive” delay",https://www.gamesindustry.biz/articles/2019-01-25-development-restarts-on-metroid-prime-4-retro-studios-back-in-the-fold
Nintendo's Honesty Around Metroid Prime 4 Sets An Important Standard: Nintendo has set a good precedent for publisher transparency moving forward.,https://ca.ign.com/articles/2019/01/26/nintendos-honesty-around-metroid-prime-4-sets-an-important-standard
"New Super Mario Bros. U Deluxe tops EMEAA charts: Just Cause 3, Mortal Combat XL, and Need for Speed -  Payback pushed into top ten thanks to digital discounts",https://www.gamesindustry.biz/articles/2019-01-28-super-mario-bros-u-tops-emeaa-charts
Nintendo isn't considering a Switch price cut or successor quite yet ,http://www.gamasutra.com/view/news/335215/Nintendo_isnt_considering_a_Switch_price_cut_or_successor_quite_yet.php
Nintendo president: No price cut needed to meet Switch sales goal: Shuntaro Furukawa says the platfrom holder is “not considering” a discount - or even new hardware - at this time,https://www.gamesindustry.biz/articles/2019-01-25-nintendo-president-no-price-cut-needed-to-meet-20m-switch-sales-goal
"12 years in, Nintendo is closing down the Wii Shop Channel ",0
GDC State of the Industry: Nearly half of devs say they're most interested in the Switch ,http://www.gamasutra.com/view/news/335447/GDC_State_of_the_Industry_Nearly_half_of_devs_say_theyre_most_interested_in_the_Switch.php
Nintendo's former 'indie advocate' Damon Baker joins up with Xbox ,http://www.gamasutra.com/view/news/335338/Nintendos_former_indie_advocate_Damon_Baker_joins_up_with_Xbox.php
Games and services fuel rising Xbox earnings as console sales falter ,http://www.gamasutra.com/view/news/335572/Games_and_services_fuel_rising_Xbox_earnings_as_console_sales_falter.php
NPD crowns Call of Duty the top-selling console game franchise in U.S. for 10th year in a row ,http://www.gamasutra.com/view/news/335358/NPD_crowns_Call_of_Duty_the_topselling_console_game_franchise_in_US_for_10th_year_in_a_row.php
Resident Evil 2 remake has shipped 3 million copies in four days ,http://www.gamasutra.com/view/news/335405/Resident_Evil_2_remake_has_shipped_3_million_copies_in_four_days.php
"Capcom shipped 3 million units of Resident Evil 2: Sales expectations are in line with Resident Evil 7, which has now sold 6 million units",https://www.gamesindustry.biz/articles/2019-01-29-capcom-shipped-3-million-units-of-resident-evil-2
Blog: $5.7 billion games investment in 2018 doubles previous record ,http://www.gamasutra.com/blogs/TimMerel/20190129/335363/57_billion_games_investment_in_2018_doubles_previous_record.php
Breaking down nearly 50 years of video game revenue,http://www.gamasutra.com/view/news/335555/Breaking_down_nearly_50_years_of_video_game_revenue.php
"Games investments raised $5.7 billion in 2018: Amount of fundraising was more than double that of 2017, led by Epic Games' $1.25 billion round",https://www.gamesindustry.biz/articles/2019-01-29-games-investments-raised-usd5-7-billion-in-2018
GameStop is looking at other options after plans to sell the company fall through ,http://www.gamasutra.com/view/news/335446/GameStop_is_looking_at_other_options_after_plans_to_sell_the_company_fall_through.php
"Game retailer GameStop says it can’t sell itself, sees stock dive 27%",https://arstechnica.com/gaming/2019/01/gamestop-calls-off-its-search-for-a-buyer-sees-a-one-day-stock-dive-of-27/
GameStop gives up on selling the company: Stock tumbles 25% as retailer terminates search due to lack of acceptable financing terms for potential buyers,https://www.gamesindustry.biz/articles/2019-01-29-gamestop-gives-up-on-selling-the-company
Meet The Fan Who Can Beat Mario Games Without Moving Right,https://kotaku.com/meet-the-fan-who-can-beat-mario-games-without-moving-ri-1832080757
DICE throws future of Battlefield custom rental servers into doubt,https://arstechnica.com/gaming/2019/01/dice-throws-future-of-battlefield-custom-rental-servers-into-doubt/
Report: Netflix will continue streak of video game series with Resident Evil,https://arstechnica.com/gaming/2019/01/netflix-is-linked-to-a-resident-evil-live-action-tv-series/
"Resident Evil 2 debuts at No.1 in UK charts (again): Strong first week for remake, more than 20 years since the original",https://www.gamesindustry.biz/articles/2019-01-27-resident-evil-2-debuts-at-no-1-in-uk-charts-again
Just 6% of devs say Steam earns its 30% cut - Survey: GDC poll shows which storefronts developers are depending on and which platforms they're working on,https://www.gamesindustry.biz/articles/2019-01-24-just-6-percent-of-devs-say-steam-earns-its-30-percent-cut-survey
GDC 2019 State of the Industry: Nearly 50% of devs support unionization ,http://www.gamasutra.com/view/news/335028/GDC_2019_State_of_the_Industry_Nearly_50_of_devs_support_unionization.php
"Only 16% of devs anti-union – Survey: GDC Survey finds 47% of respondents think the industry should unionize, another 26% say maybe",https://www.gamesindustry.biz/articles/2019-01-24-only-16-percent-of-devs-anti-union-survey
The crazy and costly world of First 4 Figures: How one Facebook group is transforming the fortunes of the company making $600 video game statues,https://www.gamesindustry.biz/articles/2019-01-24-the-crazy-and-costly-world-of-first4figures
"Fable Studio Pivoting to “Virtual Beings,” Building Stories Around Persistent AI-powered Characters",https://www.roadtovr.com/fable-studio-virtual-beings-pivot-lucy-ai/
An AI crushed two human pros at StarCraft—but it wasn’t a fair fight,https://arstechnica.com/gaming/2019/01/an-ai-crushed-two-human-pros-at-starcraft-but-it-wasnt-a-fair-fight/
DeepMind AI faces off against (and defeats) StarCraft IIpro players ,http://www.gamasutra.com/view/news/335138/DeepMind_AI_faces_off_against_and_defeats_StarCraft_II_pro_players.php
"Introducing Gamedev.world, the first global game developer conference: Rami Ismail talks us through his ambitious plans for a free online conference translated into eight languages",https://www.gamesindustry.biz/articles/2019-01-24-introducing-gamedev-world-the-first-global-game-developer-conference
"In response to visa woes, indie game devs create their own virtual gaming expo",https://arstechnica.com/gaming/2019/01/in-response-to-visa-woes-indie-game-devs-create-their-own-virtual-gaming-expo/
"Fellow Traveller: ""Indie publishers need to stand for something"" - Chris Wright on recovering from the collapse of the Australian games industry to found an indie publisher with a distinct voice",https://www.gamesindustry.biz/articles/2019-01-30-fellow-traveller-indie-publishers-need-to-stand-for-something
"Unity targets kids, educators with Unity Playground: New tool offers introduction to creating 2D games, simplified version of Unity interface",https://www.gamesindustry.biz/articles/2019-01-25-unity-targets-kids-educators-with-unity-playground
Unity acquires voice and text-based chat tools maker Vivox ,0
"Unity acquires Vivox: Engine maker picks up voice-and-text service, well have it continue operating independently",https://www.gamesindustry.biz/articles/2019-01-29-unity-acquires-vivox
Sea of Thieves experiencing second wind thanks to Twitch ,http://www.gamasutra.com/view/news/335139/Sea_of_Thieves_experiencing_second_wind_thanks_to_Twitch.php
"Talking up the positives about gaming | Opinion: Hbomberguy's wonderful charity Twitch marathon has made headlines -- let's boost these stories, instead of letting trolls and misanthropes define our medium",https://www.gamesindustry.biz/articles/2019-01-25-talking-up-the-positives-about-gaming-opinion
Twitch no longer advertising big streamer events on smaller channels,http://www.gamesindustry.biz/articles/2019-01-29-twitch-no-longer-advertising-big-streamer-events-on-smaller-channels
Blog: Making game music with external collaborators ,http://www.gamasutra.com/blogs/KarinaLomeli/20190123/334896/How_to_Plan_the_Jam_Making_Videogame_Music_with_External_Collaborators_by_Ovidio_Escobedo.php
Blog: Game accessibility quotes of 2018 ,http://gamasutra.com/blogs/IanHamilton/20190124/334970/Game_accessibility_quotes_of_2018.php
How do you rejuvenate the skateboarding genre? Put a bird on it! ,http://www.gamasutra.com/view/news/335464/How_do_you_rejuvenate_the_skateboarding_genre_Put_a_bird_on_it.php
GLAAD Media Awards list nominees for video games with outstanding LGBTQ themes ,http://www.gamasutra.com/view/news/335217/GLAAD_Media_Awards_list_nominees_for_video_games_with_outstanding_LGBTQ_themes.php
"GLAAD announces nominees for first ever Outstanding Video Game category: Assassins Creed, Guild Wars, The Elder Scrolls Online, Pillars of Eternity, and The Sims Mobile all up for award from LGBTQ advocacy group",https://www.gamesindustry.biz/articles/2019-01-28-glaad-announces-nominees-for-first-ever-outstanding-video-game-category
Unearthing the Pokemon-inspired Diablo game that never was ,http://www.gamasutra.com/view/news/335113/Unearthing_the_Pokemoninspired_Diablo_game_that_never_was.php
"Magic Leap’s AI ‘Mica’ Won’t Turn Off Your Lights, Play Your Music, or Give Directions",https://www.roadtovr.com/magic-leaps-ai-mica-wont-turn-off-lights-play-music-give-directions/
VR Cameras Now on International Space Station to Capture Space Walks & Missions,https://www.roadtovr.com/vr-cameras-now-international-space-station-capture-space-walks-missions/
VR’s Most Bizarre Game ‘Mosh Pit Simulator’ to Launch into Early Access Tomorrow,https://www.roadtovr.com/vrs-bizarre-game-mosh-pit-simulator-coming-steam-early-access-soon/
See what ray tracing can do to a game like Quake 2 ,http://www.gamasutra.com/view/news/335469/See_what_ray_tracing_can_do_to_a_game_like_Quake_2.php
DIGITAL,0
"Fake news on Twitter during the 2016 U.S. presidential election (Nir Grinberg, Kenneth Joseph, Lisa Friedland, Briony Swire-Thompson, David Lazer)",http://science.sciencemag.org/content/363/6425/374
"Older, right-leaning Twitter users spread the most fake news in 2016, study finds",https://www.washingtonpost.com/science/2019/01/24/older-right-leaning-twitter-users-spread-most-fake-news-study-finds/
Emma Best's New Transparency Project Targets Russian Leaks She Says Wikileaks Refuses To Touch,https://www.techdirt.com/articles/20190124/06422441456/emma-bests-new-transparency-project-targets-russian-leaks-she-says-wikileaks-refuses-to-touch.shtml
Chinese Court Creates App To Alert Citizens Of Deadbeat Debtors In Their Area,https://www.techdirt.com/articles/20190128/10321941475/chinese-court-creates-app-to-alert-citizens-deadbeat-debtors-their-area.shtml
"Cameroon Military Arresting, Trying, And Jailing Journalists On 'Fake News' Charges",https://www.techdirt.com/articles/20190123/17560841455/cameroon-military-arresting-trying-jailing-journalists-fake-news-charges.shtml
U.S. Charges Huawei with Theft of Trade Secrets; Risks for Carriers Using Huawei Equipment Increase ,https://www.lexology.com/library/detail.aspx?g=85a3e821-b176-46a0-b22a-099a04972bc1
"US indicts Huawei for stealing T-Mobile robot arm, selling US tech to Iran",https://arstechnica.com/tech-policy/2019/01/us-indicts-huawei-for-stealing-t-mobile-robot-selling-us-tech-to-iran/
Bell and Telus have been using Huawei equipment to deploy fibre-optic networks for years,https://mobilesyrup.com/2019/01/25/bell-telus-huawei/
Facebook pays teens to install VPN that spies on them,https://techcrunch.com/2019/01/29/facebook-project-atlas/
Facebook pays teens to install an app that could collect all kinds of data,https://www.cnbc.com/2019/01/29/facebook-paying-users-to-install-app-to-collect-data-techcrunch.html
Facebook Got Busted Paying Teenagers $20 A Month For Private Data,https://futurism.com/the-byte/facebook-project-titan-teens-private-data
Why Facebook’s Banned ‘Research’ App Was So Invasive,https://www.wired.com/story/facebook-research-app-root-certificate/
Facebook Let Kids Rack Up Charges on Parents' Credit Cards and Did Nothing to Stop It ,https://gizmodo.com/facebook-let-kids-rack-up-charges-on-parents-credit-car-1832053733
Facebook Hires Up Three Of Its Biggest Privacy Critics,https://www.wired.com/story/facebook-hires-privacy-critics/
The rise of the Facebook divorce,https://www.lexology.com/library/detail.aspx?g=b2edf86c-41bb-4b50-bd69-030bdf0dd918
"I Cut Facebook Out of My Life. Surprisingly, I Missed It",https://gizmodo.com/i-cut-facebook-out-of-my-life-surprisingly-i-missed-i-1830565456
Tuning out: What happens when you drop Facebook?,https://siepr.stanford.edu/news/drop-facebook
Facebook's Privacy Problems Are Piling Up Too Quickly To Chronicle,https://www.techdirt.com/articles/20190130/10115341497/facebooks-privacy-problems-are-piling-up-too-quickly-to-chronicle.shtml
Apple revokes Facebook’s developer certificate over data-snooping app—Google could be next,https://arstechnica.com/gadgets/2019/01/facebook-and-google-offered-gift-cards-for-root-level-access-to-ios-users-data/
"Mark Zuckerberg, Let Me Fix That Op-Ed You Wrote: I can tell the people what it is you’re really trying to say.",https://www.nytimes.com/2019/01/25/opinion/mark-zuckerberg-wsj.html
State-aligned trolling in Iran and the double-edged affordances of Instagram,https://journals.sagepub.com/doi/abs/10.1177/1461444818825133
"Inside The UAE’s Secret Hacking Team of American Mercenaries: Ex-NSA operatives reveal how they helped spy on targets for the Arab monarchy - dissidents, rival leaders and journalists",https://www.reuters.com/investigates/special-report/usa-spying-raven/
"Brands Crack Down On Instagram’s Content Moderation After Ads Run Alongside Posts About Self-Harm, Suicide",https://www.tubefilter.com/2019/01/29/instagram-youtube-adpocalypse-content-moderation/
John Mayer’s Instagram Talk Show Returns ,https://variety.com/2019/music/news/john-mayer-instagram-show-current-mood-season-2-1203090812/
Notice of Terms via Buried Link within a Post-Sale Email Unenforceable ,https://www.lexology.com/library/detail.aspx?g=d45b8a27-273e-442a-873c-03732e094fb8
The Copyright “Meme” Game: Can an Internet Meme Containing a Copyrighted Work Be Considered Infringing? ,https://www.lexology.com/library/detail.aspx?g=d229429f-ea9f-4cd1-b247-cf3926570db1
"Vine Successor ‘Byte’ Won’t Showcase Follower Counts On Users’ Profiles, Founder Says",https://www.tubefilter.com/2019/01/30/byte-wont-showcase-follower-counts/
The Egg Is Now Trying to Sell Us Hulu,https://gizmodo.com/the-egg-is-now-trying-to-sell-us-hulu-1832282552
"Netflix, Amazon, and Hollywood studios shut down maker of “free TV” box",https://arstechnica.com/tech-policy/2019/01/free-tv-box-maker-agrees-to-shut-down-and-pay-14-5m-to-copyright-holders/
"CE Family Announces YouTube Hiatus, Comeback Docuseries In Wake Of Phallic Lollipop Incident",https://www.tubefilter.com/2019/01/29/ace-family-hiatus-docuseries/
"In Bizarre Tweet, Pope Francis Calls Virgin Mary “The First Influencer”",https://www.tubefilter.com/2019/01/28/pope-calls-virgin-mary-the-first-influencer/
"As U.K. cracks down on social media endorsements, where does Canada stand?",https://www.cbc.ca/news/entertainment/as-u-k-cracks-down-on-social-media-endorsements-where-does-canada-stand-1.4989857
The CMA clamps down on social media endorsements ,https://www.lexology.com/library/detail.aspx?g=aca61802-c5b6-483c-8410-883c897e3660
"Facebook to integrate WhatsApp, Instagram and Messenger",https://www.bbc.com/news/technology-47001460
Can the internet be made safe for children? (Andres Guadamuz),https://www.technollama.co.uk/can-the-internet-be-made-safe-for-children
Fighting misinformation on social media using crowdsourced judgments of news source quality,https://www.pnas.org/content/early/2019/01/14/1806781116
A Nesting Doll Of Stupidity: Rudy Giuliani's Twitter Typo Leads To Bogus Trademark Threat Letter,https://www.techdirt.com/articles/20190123/13100041451/nesting-doll-stupidity-rudy-giulianis-twitter-typo-leads-to-bogus-trademark-threat-letter.shtml
The Roger Stone indictment shows a conspiratorial comedy of Opsec errors,https://arstechnica.com/tech-policy/2019/01/whatsapp-wikileaks-and-threats-against-a-dog-the-roger-stone-indictment/
"Arizona The Latest To Explore Dumb Porn Filter Law, This Time To Help Fund Trump's Fence",https://www.techdirt.com/articles/20190122/11090641443/arizona-latest-to-explore-dumb-porn-filter-law-this-time-to-help-fund-trumps-fence.shtml
Apple News is officially launching in Canada next week,https://mobilesyrup.com/2019/01/25/apple-news-launch-canada-next-week/
"Apple News Launches in Canada with iOS 12.2 Beta, Supports English and French",https://www.iphoneincanada.ca/news/apple-news-canada-12-2-beta/
"Apple says iPhones were down 15% last quarter, but everything else was up 19%",https://arstechnica.com/gadgets/2019/01/apple-says-iphones-were-down-15-last-quarter-but-everything-else-was-up-19/
"Apple Expects to Benefit From Climate Change: The company says that severe weather will increase ""customer loyalty or brand value.""",https://futurism.com/apple-benefit-climate-change
Apple cuts 200 people from its autonomous vehicle team,https://arstechnica.com/cars/2019/01/apple-lays-off-200-people-from-its-autonomous-vehicle-team/
Apple Is Blowing It,https://gizmodo.com/apple-is-blowing-it-1832153103
Apple Will Finally Launch Its Streaming Service In April (Report),https://www.tubefilter.com/2019/01/30/apple-streaming-service-april/
Aetna makes an Apple Watch app—promises not to use activity data against you,https://arstechnica.com/science/2019/01/aetna-makes-an-apple-watch-app-promises-not-to-use-activity-data-against-you/
Samsung Pursued by Pixel Plaintiffs,https://www.lexology.com/library/detail.aspx?g=9883dfcb-4dd9-422d-b8b4-97917a5a7f1d
Microsoft Office is now available in the Mac App Store,https://arstechnica.com/gadgets/2019/01/microsoft-office-is-now-available-in-the-mac-app-store/
"Amazon plans to launch a new Middle East marketplace, two years after buying Souq for $580 million",https://www.cnbc.com/2019/01/29/amazon-new-middle-east-marketplace-rivals-souq.html
Sundance: Amazon Scores Comedy ‘Brittany Runs a Marathon’ for $14 Million,https://variety.com/2019/film/news/sundance-amazon-brittany-runs-a-marathon-1203121060/
"Tubular Labs, VICE, BuzzFeed, and Group Nine Media Launch Global Video Measurement Alliance",https://tubularinsights.com/global-video-measurement-alliance/
BuzzFeed To Cut 15% Of Workforce As It Wrestles With Profitability,https://www.tubefilter.com/2019/01/24/buzzfeed-to-cut-15-percent-workforce/
"BuzzFeed Layoffs Gut National News Desk, National Security Team",https://variety.com/2019/digital/news/buzzfeed-layoffs-national-news-desk-1203118080/
Human Rights Groups Plead With The EU Not To Pass Its Awful 'Terrorist Content' Regulation,https://www.techdirt.com/articles/20190128/17402141482/human-rights-groups-plead-with-eu-not-to-pass-awful-terrorist-content-regulation.shtml
Author Ken MacLeod: Please Don't Pass The EU Copyright Directive In My Name,https://www.techdirt.com/articles/20190123/11340441450/author-ken-macleod-please-dont-pass-eu-copyright-directive-my-name.shtml
"Google doesn’t want employees to use work email to organize, per report",https://arstechnica.com/tech-policy/2019/01/google-doesnt-want-employees-to-use-work-email-to-organize-per-report/
Google Threatens To Shut Down Google News In Europe Over Article 11 As Publishers Whine About 'Publicity Stunt',https://www.techdirt.com/articles/20190122/17302441447/google-threatens-to-shut-down-google-news-europe-over-article-11-as-publishers-whine-about-publicity-stunt.shtml
Google Asks Supreme Court To Overturn Crazy Ruling About Copyright In APIs,https://www.techdirt.com/articles/20190124/16465441463/google-asks-supreme-court-to-overturn-crazy-ruling-about-copyright-apis.shtml
